"ISIL","機関名Institution name in Japanese","Institution name in English","機関名ヨミInstitution name in Japanese (kana form)","Postal code","都道府県Prefecture","市区町村City/Ward/Town/Village","町名番地Address","Telephone number","代表FAX番号Fax number","URL","旧ISIL Former ISIL","登録日","更新日"
"JP-1002897","八女市立図書館上陽分館","YAMESHIRITSU Library JOYOBUNKAN","ヤメシリツトショカンジョウヨウブンカン","834-1219","福岡県","八女市","上陽町北川内483-1","0943-54-3131","0943-54-3755","https://www.library.yame.fukuoka.jp/",,2011/10/1 0:00:00,2015/5/21 0:00:00
"JP-1002898","八女市立図書館黒木分館","YAMESHIRITSU Library KUROGIBUNKAN","ヤメシリツトショカンクロギブンカン","834-1216","福岡県","八女市","黒木町桑原212","0943-42-0400","0943-42-0405","https://www.library.yame.fukuoka.jp/",,2011/10/1 0:00:00,2015/5/21 0:00:00
"JP-1002899","八女市立図書館立花分館","YAMESHIRITSU Library TACHIBANABUNKAN","ヤメシリツトショカンタチバナブンカン","834-0074","福岡県","八女市","立花町谷川1111","0943-37-1522","0943-37-1532","https://www.library.yame.fukuoka.jp/",,2011/10/1 0:00:00,2015/5/21 0:00:00
"JP-1002900","八女市立図書館矢部分館","YAMESHIRITSU Library YABEBUNKAN","ヤメシリツトショカンヤベブンカン","834-1401","福岡県","八女市","北矢部10516番地１","0943-47-2258","0943-47-2855","https://www.library.yame.fukuoka.jp/",,2011/10/1 0:00:00,2021/6/18 0:00:00
"JP-1002901","八女市立図書館星野分館","YAMESHIRITSU Library HOSHINOBUNKAN","ヤメシリツトショカンホシノブンカン","834-0201","福岡県","八女市","星野村12050","0943-52-3120","0943-52-2495","https://www.library.yame.fukuoka.jp/",,2011/10/1 0:00:00,2015/5/21 0:00:00
"JP-1002902","大川市立図書館","OKAWA City Public Library","オオカワシリツトショカン","831-0031","福岡県","大川市","大字上巻272-2","0944-86-5115","0944-86-5115","http://www.library.okawa.fukuoka.jp/",,2011/10/1 0:00:00,2013/7/17 0:00:00
"JP-1002903","行橋市図書館","YUKUHASHISHI Library","ユクハシシトショカン","824-0003","福岡県","行橋市","大橋三丁目18番1号","0930-25-1911","0930-25-2912","https://www.librio.jp/",,2011/10/1 0:00:00,2021/3/29 0:00:00
"JP-1002904","豊前市立図書館","BUZENSHIRITSU Library","ブゼンシリツトショカン","828-0021","福岡県","豊前市","大字八屋1776-2","0979-82-6500","0979-84-1007","http://library-buzen.jp/",,2011/10/1 0:00:00,2016/6/15 0:00:00
"JP-1002905","中間市民図書館","NAKAMASHIMIN Library","ナカマシミントショカン","809-0014","福岡県","中間市","蓮花寺3丁目1-2","093-245-4664","093-245-4608","http://www.city.nakama.lg.jp/kurashi/kyoiku/bunka-sports/toshokan/",,2011/10/1 0:00:00,2015/5/21 0:00:00
"JP-1002906","小郡市立図書館","Ogori City Library","オゴオリシリツトショカン","838-0142","福岡県","小郡市","大板井136-1","0942-72-4319","0942-72-3501","http://www.library-ogori.jp/",,2011/10/1 0:00:00,2013/7/17 0:00:00
"JP-1002907","筑紫野市民図書館","Chikushino City Library","チクシノシミントショカン","818-0057","福岡県","筑紫野市","二日市南1丁目9-2","092-928-4343","092-928-9222","http://www.chikushino-city-library.jp",,2011/10/1 0:00:00,2016/4/5 0:00:00
"JP-1002908","春日市民図書館","KASUGASHIMIN Library","カスガシミントショカン","816-0831","福岡県","春日市","大谷6丁目24","092-584-4646","092-584-3900","http://www.library.city.kasuga.fukuoka.jp",,2011/10/1 0:00:00,
"JP-1002909","大野城まどかぴあ図書館","Onojo Madokapia Library","オオノジョウマドカピアトショカン","816-0934","福岡県","大野城市","曙町2丁目3-1","092-586-4010","","http://www.madokapialibrary.jp/",,2011/10/1 0:00:00,2013/7/17 0:00:00
"JP-1002910","宗像市民図書館中央館","MUNAKATASHIMIN Library CHUOKAN","ムナカタシミントショカンチュウオウカン","811-3437","福岡県","宗像市","久原400","0940-37-1321","0940-37-2956","http://munakata.milib.jp/",,2011/10/1 0:00:00,2013/7/17 0:00:00
"JP-1002911","宗像市民図書館須恵分館","MUNAKATASHIMIN Library SUEBUNKAN","ムナカタシミントショカンスエブンカン","811-3405","福岡県","宗像市","須恵1-4-1","0940-32-8691","0940-32-8691","http://munakata.milib.jp/",,2011/10/1 0:00:00,2013/7/17 0:00:00
"JP-1002912","宗像市民図書館深田分館","MUNAKATASHIMIN Library FUKATABUNKAN","ムナカタシミントショカンフカタブンカン","811-3504","福岡県","宗像市","深田588","0940-62-2346","0940-62-2346","http://munakata.milib.jp/",,2011/10/1 0:00:00,2013/7/17 0:00:00
"JP-1002913","太宰府市民図書館","Dazaifu Public Library","ダザイフシミントショカン","818-0101","福岡県","太宰府市","観世音寺1丁目3-1","092-921-4646","092-921-4896","http://www.library.dazaifu.fukuoka.jp/",,2011/10/1 0:00:00,
"JP-1002914","古賀市立図書館","Koga City Library","コガシリツトショカン","811-3103","福岡県","古賀市","中央2丁目13-1","092-942-2561","092-944-0918","http://www.lib-citykoga.org/",,2011/10/1 0:00:00,2012/5/2 0:00:00
"JP-1002915","福津市立図書館","Fukutsu City Library","フクツシリツトショカン","811-3217","福岡県","福津市","中央1丁目1-2","0940-42-8000","0940-42-8118","http://www.library-fukutsu.jp/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002916","うきは市立図書館","Ukiha City Public Library","ウキハシリツトショカン","839-1497","福岡県","うきは市","浮羽町朝田582-1","0943-77-3050","","http://www.ukiha-library.jp/",,2011/10/1 0:00:00,2015/5/22 0:00:00
"JP-1002917","嘉麻市立山田図書館","KAMASHIRITSUYAMADA Library","カマシリツヤマダトショカン","821-0012","福岡県","嘉麻市","上山田1347-10","0948-53-1143","0948-52-1811","http://www.kama-library.jp/",,2011/10/1 0:00:00,
"JP-1002918","嘉麻市立嘉穂図書館","KAMASHIRITSUKAHO Library","カマシリツカホトショカン","820-0302","福岡県","嘉麻市","大隈町1228-1","0948-57-3610","0948-57-3661","http://www.kama-library.jp/",,2011/10/1 0:00:00,
"JP-1002919","嘉麻市立碓井図書館","KAMASHIRITSUSUI Library","カマシリツウスイトショカン","820-0502","福岡県","嘉麻市","上臼井767","0948-62-5174","0948-62-5167","http://www.kama-library.jp/index.html",,2011/10/1 0:00:00,
"JP-1002920","嘉麻市立稲築図書館","KAMASHIRITSUINATSUKI Library","カマシリツイナツキトショカン","820-0205","福岡県","嘉麻市","岩崎1141","0948-42-7046","0948-42-1366","http://www.kama-library.jp/",,2011/10/1 0:00:00,2015/5/22 0:00:00
"JP-1002921","朝倉市中央図書館","ASAKURA CITY CENTRAL LIBRARY","アサクラシチュウオウトショカン","838-0068","福岡県","朝倉市","甘木198-1","0946-22-3059","0946-22-8141","http://lib.city.asakura.lg.jp/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002922","朝倉市あさくら図書館","ASAKURA CITY ASAKURA LIBRARY","アサクラシアサクラトショカン","838-1302","福岡県","朝倉市","宮野1997","0946-52-3434","0946-52-3434","http://lib.city.asakura.lg.jp/",,2011/10/1 0:00:00,2015/5/22 0:00:00
"JP-1002923","朝倉市はき図書館","ASAKURA CITY HAKI LIBRARY","アサクラシハキトショカン","838-1592","福岡県","朝倉市","杷木池田483-1","0946-63-3178","0946-63-3178","http://lib.city.asakura.lg.jp/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002924","みやま市立図書館","Miyama City Library","ミヤマシリツトショカン","835-0024","福岡県","みやま市","瀬高町下庄800-1","0944-64-1117","0944-63-7583","http://www.library.miyama.fukuoka.jp/",,2011/10/1 0:00:00,
"JP-1002925","みやま市立山川市民センター図書館","MIYAMASHIRITSUYAMAKAWASHIMINSENTA Library","ミヤマシリツヤマカワシミンセンタートショカン","835-0102","福岡県","みやま市","山川町尾野1706-2","0944-67-0401","","http://www.library.miyama.fukuoka.jp/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002926","みやま市立まいピア高田図書館","MIYAMASHIRITSUMAIPIATAKATA Library","ミヤマシリツマイピアタカタトショカン","839-0215","福岡県","みやま市","高田町濃施14","0944-22-6655","","http://www.library.miyama.fukuoka.jp/",,2011/10/1 0:00:00,
"JP-1002927","糸島市図書館","ITOSHIMA CITY LIBRARY","イトシマシトショカン","819-1119","福岡県","糸島市","前原東一丁目3番1号","092-321-1432","092-321-1632","http://www.lib-itoshima.jp/index.html",,2011/10/1 0:00:00,2015/10/9 0:00:00
"JP-1002928","那珂川町図書館","NAKAGAWAMACHI Library","ナカガワマチトショカン","811-1253","福岡県","筑紫郡那珂川町","仲2丁目5-1","092-954-3737","092-954-3377","http://www.nakagawalibrary.jp",,2011/10/1 0:00:00,
"JP-1002929","宇美町立図書館","UMICHORITSU Library","ウミチョウリツトショカン","811-2121","福岡県","糟屋郡宇美町","平和1丁目1-2","092-932-0600","092-932-0631","http://www.town.umi.lg.jp/site/umi-library/",,2011/10/1 0:00:00,2015/5/22 0:00:00
"JP-1002930","篠栗町立図書館","Sasaguri Town Library","ササグリチョウリツトショカン","811-2413","福岡県","糟屋郡篠栗町","大字尾仲47-1","092-948-3333","092-957-4577","http://www.town.sasaguri.fukuoka.jp/?mode=library_index",,2011/10/1 0:00:00,2016/6/15 0:00:00
"JP-1002931","志免町立町民図書館","SHIMECHORITSUCHOMIN Library","シメチョウリツチョウミントショカン","811‐2244","福岡県","糟屋郡志免町","志免中央1丁目3-1","092-935-1007","092-935-3152","https://www.town.shime.lg.jp/site/library/",,2011/10/1 0:00:00,2017/4/14 0:00:00
"JP-1002932","須恵町立図書館","SUECHORITSU Library","スエチョウリツトショカン","811-2114","福岡県","糟屋郡須恵町","大字上須恵1167-1","092-932-6364","092-932-6369","http://www.town.sue.fukuoka.jp/site/tosyokan/",,2011/10/1 0:00:00,2012/4/5 0:00:00
"JP-1002933","新宮町立図書館","SHINGUCHORITSU Library","シングウチョウリツトショカン","811-0112","福岡県","糟屋郡新宮町","大字下府425-1","092-962-5500","092-962-5902","http://www.town.shingu.fukuoka.jp/index.cfm/43,html",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002934","久山町民図書館","Hisayama Public Library","ヒサヤマチョウミントショカン","811-2501","福岡県","糟屋郡久山町","大字久原2603-1","092-976-2444","092-976-3711","https://lespo-hisayama.jp/library",,2011/10/1 0:00:00,2019/6/3 0:00:00
"JP-1002935","粕屋町立図書館","KASUYA TOWN LIBRARY","カスヤチョウリツトショカン","811-2314","福岡県","糟屋郡粕屋町","若宮1丁目1-1","092-939-4646","092-938-0733","http://libkasuya.jp/",,2011/10/1 0:00:00,2012/5/21 0:00:00
"JP-1002936","芦屋町図書館","ASHIYA TOWN LIBRARY","アシヤマチトショカン","807-0113","福岡県","遠賀郡芦屋町","中ノ浜4-4","093-223-3677","093-223-5688","https://ashiyamachi-lib.jp/",,2011/10/1 0:00:00,2020/2/28 0:00:00
"JP-1002937","水巻町図書館","Mizumaki Town Public Library","ミズマキマチトショカン","807-0012","福岡県","遠賀郡水巻町","古賀3丁目18-1","093-201-5000","093-201-0995","http://library.town.mizumaki.lg.jp/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002938","岡垣サンリーアイ図書館","OKAGAKISANRIAI Library","オカガキサンリーアイトショカン","811-4233","福岡県","遠賀郡岡垣町","野間1丁目2-1","093-282-5566","093-282-1919","http://sanryai.info/new/?cat=7",,2011/10/1 0:00:00,2020/2/28 0:00:00
"JP-1002939","遠賀町立図書館","Onga Town Library","オンガチョウリツトショカン","811-4392","福岡県","遠賀郡遠賀町","大字今古賀513","093-293-9090","093-293-9091","https://www.town-ongalib.jp/",,2011/10/1 0:00:00,2020/2/28 0:00:00
"JP-1002940","桂川町立図書館","KEISENCHORITSU Library","ケイセンチョウリツトショカン","820-0606","福岡県","嘉穂郡桂川町","大字土居420-2","0948-65-4946","0948-65-5655","http://www.town.keisen.fukuoka.jp/shisetsu/tosyokan.php",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002941","筑前町図書館","Chikuzen-Town Library","チクゼンマチトショカン","838-0298","福岡県","朝倉郡筑前町","篠隈373","0946-42-6624","0946-42-2011","http://tosho.town.chikuzen.fukuoka.jp/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002942","筑前町めくばーる図書館","CHIKUZEMMACHIMEKUBARU Library","チクゼンマチメクバールトショカン","838-0802","福岡県","朝倉郡筑前町","久光951-1","0946-24-7100","0946-24-8771","http://tosho.town.chikuzen.fukuoka.jp/",,2011/10/1 0:00:00,
"JP-1002943","大刀洗町立図書館","Tachiarai Town Library","タチアライチョウリツトショカン","830-1298","福岡県","三井郡大刀洗町","大字冨多819","0942-41-6111","0942-77-2720","http://www.town.tachiarai.fukuoka.jp/toshokan/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002944","大木町図書･情報センター","Oki Town Library","オオキマチトショ･ジョウホウセンター","830-0416","福岡県","三潴郡大木町","大字八町牟田255-1","0944-32-1047","0944-32-1183","http://www.library.oki.fukuoka.jp/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002945","添田町立図書館","SOEDACHORITSU Library","ソエダチョウリツトショカン","824-0602","福岡県","田川郡添田町","大字添田1202","0947-82-4800","0947-82-4808","http://library.town.soeda.fukuoka.jp/",,2011/10/1 0:00:00,2013/7/22 0:00:00
"JP-1002946","糸田町図書館","ITODAMACHI Library","イトダマチトショカン","822-1392","福岡県","田川郡糸田町","2023-1糸田町町民会館内","0947-26-0038","0947-26-2526","https://www.lib-itoda.jp/",,2011/10/1 0:00:00,2019/6/3 0:00:00
"JP-1002947","川崎町立図書館","KAWASAKICHORITSU Library","カワサキチョウリツトショカン","827-0003","福岡県","田川郡川崎町","大字川崎425-2","0947-73-2699","0947-73-2648","http://town-kawasaki.com/machiannai/shisetsu/756",,2011/10/1 0:00:00,2017/4/14 0:00:00
"JP-1002948","苅田町立図書館","Kanda Town Public Library","カンダチョウリツトショカン","800-0352","福岡県","京都郡苅田町","富久町1丁目17-8","093-436-0946","093-434-9314","http://www.town.kanda.lg.jp/_1021/_1051/_1248.html",,2011/10/1 0:00:00,2016/6/15 0:00:00
"JP-1002951","苅田町立西部公民館図書室","KANDACHORITSUSEIBUKOMINKANTOSHOSHITSU","カンダチョウリツセイブコウミンカントショシツ","800-0332","福岡県","京都郡苅田町","鋤崎481-1","0930-23-8300","0930-23-8200","http://www.town.kanda.lg.jp/_1021/_1051/_1248.html",,2011/10/1 0:00:00,2016/6/15 0:00:00
"JP-1002952","みやこ町中央図書館","MIYAKOMACHICHUO Library","ミヤコマチチュウオウトショカン","824-0121","福岡県","京都郡みやこ町","豊津1122-12","0930-33-1040","0930-33-1041","http://www.town.miyako.lg.jp/library/top.html",,2011/10/1 0:00:00,2015/5/22 0:00:00
"JP-1002953","みやこ町勝山図書館","MIYAKOMACHIKATSUYAMA Library","ミヤコマチカツヤマトショカン","824-0822","福岡県","京都郡みやこ町","勝山黒田86-1","0930-32-3455","","http://www.town.miyako.lg.jp/library/top.html",,2011/10/1 0:00:00,2015/5/22 0:00:00
"JP-1002954","みやこ町犀川図書館","MIYAKOMACHISAIGAWA Library","ミヤコマチサイガワトショカン","824-0217","福岡県","京都郡みやこ町","犀川古川50","0930-42-3330","","http://www.town.miyako.lg.jp/library/top.html",,2011/10/1 0:00:00,2015/5/22 0:00:00
"JP-1002955","上毛町立図書館","KOGECHORITSU Library","コウゲチョウリツトショカン","871-0903","福岡県","築上郡上毛町","大字八ツ並143-1","0979-72-1633","0979-72-3963","http://www.koge-lib.jp/",,2011/10/1 0:00:00,2017/2/28 0:00:00
"JP-1002956","築上町図書館","CHIKUJO LIBRARY","チクジョウマチトショカン","829-0301","福岡県","築上郡築上町","大字椎田962-8","0930-56-5171","0930-56-5171","https://www.lib-chikujo.jp/",,2011/10/1 0:00:00,2020/2/28 0:00:00
"JP-1002958","佐賀県立図書館","Saga Prefectural Library","サガケンリツトショカン","840-0041","佐賀県","佐賀市","城内2丁目1-41","0952-24-2900","0952-25-7049","http://www.tosyo-saga.jp/kentosyo/",,2011/10/1 0:00:00,2013/7/19 0:00:00
"JP-1002959","佐賀市立図書館","Saga City Public Library","サガシリツトショカン","840-0815","佐賀県","佐賀市","天神3丁目2-15","0952-40-0001","0952-40-0111","https://www.lib.saga.saga.jp",,2011/10/1 0:00:00,2020/5/22 0:00:00
"JP-1002960","佐賀市立図書館大和館","SAGASHIRITSU Library YAMATOKAN","サガシリツトショカンヤマトカン","840-0201","佐賀県","佐賀市","大和町大字尼寺1875","0952-62-3746","0952-62-7655","https://www.lib.saga.saga.jp",,2011/10/1 0:00:00,2020/5/22 0:00:00
"JP-1002961","佐賀市立図書館諸富館","SAGASHIRITSU Library MORODOMIKAN","サガシリツトショカンモロドミカン","840-2105","佐賀県","佐賀市","諸富町大字諸富津7","0952-47-2002","0952-47-2442","https://www.lib.saga.saga.jp",,2011/10/1 0:00:00,2020/5/22 0:00:00
"JP-1002962","佐賀市立図書館東与賀館","SAGASHIRITSU Library HIGASHIYOKAKAN","サガシリツトショカンヒガシヨカカン","840-2221","佐賀県","佐賀市","東与賀町大字下古賀1228-3","0952-45-0511","0952-45-0600","https://www.lib.saga.saga.jp",,2011/10/1 0:00:00,2020/5/22 0:00:00
