"ISIL","機関名Institution name in Japanese","Institution name in English","機関名ヨミInstitution name in Japanese (kana form)","Postal code","都道府県Prefecture","City/Ward/Town/Village","Address (Street Level)","Telephone number","代表FAX番号Fax number","URL","旧ISIL Former ISIL","登録日","更新日"
"JP-1004318","嵯峨美術大学・嵯峨美術短期大学附属図書館","The SAGABI Library","サガビジュツダイガク・サガビジュツタンキダイガクフゾクトショカン","616-8334","京都府","京都市右京区","嵯峨罧原町8","075-864-7875","","http://www.kyoto-saga.ac.jp/about/library/",,2011/10/1 0:00:00,2023/5/25 0:00:00
"JP-1004319","京都情報大学院大学附属図書館","KYOTOJOHODAIGAKUINDAIGAKU","キョウトジョウホウダイガクインダイガク","606-8225","京都府","京都市左京区","田中門前町7","075-711-0161","","",,2011/10/1 0:00:00,
"JP-1004320","京都医療科学大学図書館","Kyoto College of Medical Science Library","キョウトイリョウカガクダイガクトショカン","622-0041","京都府","南丹市","園部町小山東町今北1番3","0771-63-0066","","http://www.kyoto-msc.jp/library/",,2011/10/1 0:00:00,2014/2/10 0:00:00
"JP-1004321","大谷大学図書館","Otani University Library","オオタニダイガクトショカン","603-8143","京都府","京都市北区","小山上総町","075-411-8123","075-411-8152","http://www.otani.ac.jp/kyo_kikan/library/",,2011/10/1 0:00:00,2012/3/28 0:00:00
"JP-1004322","京都外国語大学付属図書館","Kyoto University of Foreign Studies Library","キョウトガイコクゴダイガクフゾクトショカン","615-8558","京都府","京都市右京区","西院笠目町6","075-322-6030","075-322-6259","http://www.kufs.ac.jp/toshokan/index.html",,2011/10/1 0:00:00,2014/2/10 0:00:00
"JP-1004323","京都外国語大学付属図書館分館(アジア関係図書館)","KYOTOGAIKOKUGODAIGAKUFUZOKU Library BUNKAN(AJIAKANKEI Library )","キョウトガイコクゴダイガクフゾクトショカンブンカン(アジアカンケイトショカン)","615-8558","京都府","京都市右京区","西院笠目町6","075-322-6214","","http://www.kufs.ac.jp/toshokan/index.html",,2011/10/1 0:00:00,
"JP-1004324","京都先端科学大学図書館本館","KYOTO UNIVERSITY of ADVANCED SCIENCE Library","キョウトセンタンカガクダイガクトショカンホンカン","621-8555","京都府","亀岡市","曽我部町南条大谷1-1","0771-29-2292","0771-29-2299","https://www.kuas.ac.jp/about/facility/library",,2011/10/1 0:00:00,2020/1/27 0:00:00
"JP-1004325","京都先端科学大学図書館分室","KYOTO UNIVERSITY of ADVANCED SCIENCE Bio Library","キョウトセンタンカガクダイガクトショカンブンシツ","621-8555","京都府","亀岡市","曽我部町南条大谷1-1","0771-29-3403","0771-29-3405","https://www.kuas.ac.jp/about/facility/library",,2011/10/1 0:00:00,2020/1/27 0:00:00
"JP-1004326","京都産業大学図書館","Kyoto Sangyo University Library","キョウトサンギョウダイガクトショカン","603-8555","京都府","京都市北区","上賀茂本山","075-705-1445","075-705-1447","http://www.Kyoto-su.ac.jp/lib/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004327","京都女子大学図書館","Kyoto Women's University Library","キョウトジョシダイガクトショカン","605-8501","京都府","京都市東山区","今熊野北日吉町35","075-531-7070","075-531-7071","http://www3.kyoto-wu.ac.jp/library/index.htm",,2011/10/1 0:00:00,2015/10/7 0:00:00
"JP-1004328","京都女子大学図書館分館","KYOTOJOSHIDAIGAKU Library BUNKAN","キョウトジョシダイガクトショカンブンカン","605-8501","京都府","京都市東山区","今熊野北日吉町35","075-531-9010","075-531-9014","http://www.kyoto-wu.ac.jp",,2011/10/1 0:00:00,2015/10/7 0:00:00
"JP-1004329","京都薬科大学図書館","Kyoto Pharmaceutical University Library","キョウトヤッカダイガクトショカン","607-8414","京都府","京都市山科区","御陵中内町5","075-595-4618","","http://www.kyoto-phu.ac.jp/library/",,2011/10/1 0:00:00,2012/4/2 0:00:00
"JP-1004330","京都光華女子大学図書館","Kyoto Koka Women's University Library","キョウトコウカジョシダイガクトショカン","615-0882","京都府","京都市右京区","西京極葛野町38","075-325-5399","075-325-5446","http://www.koka.ac.jp/toshokan/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004331","種智院大学図書館･学術情報センター","SHUCHIINDAIGAKU Library GAKUJUTSUJOHOSENTA","シュチインダイガクトショカンガクジュツジョウホウセンター","612-8156","京都府","京都市伏見区","向島西定請70","075-604-5707","075-604-5615","http://www.shuchiin.ac.jp/about/libe.html",,2011/10/1 0:00:00,2016/5/25 0:00:00
"JP-1004332","京都橘大学図書館","Kyoto Tachibana University Library","キョウトタチバナダイガクトショカン","607-8175","京都府","京都市山科区","大宅山田町34","075-574-4118","075-574-4124","http://www.tachibana-u.ac.jp/library/index.html",,2011/10/1 0:00:00,2012/5/15 0:00:00
"JP-1004333","同志社大学図書館今出川図書館","Doshisha University Library Imadegawa Library","ドウシシャダイガクトショカンイマデガワトショカン","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3960","075-251-3078","http://library.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004334","同志社大学人文科学研究所","Doshisha University Institute for the Study of Humanities and Social Sciences","ドウシシャダイガクジンブンカガクケンキュウショ","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3940","075-251-3062","http://jinbun.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004335","同志社大学アメリカ研究所","Doshisha University International Institute of American Studies","ドウシシャダイガクアメリカケンキュウショ","602-8580","京都府","京都市上京区","今出川通烏丸東入","075-251-4900","075-251-3091","http://www.america-kenkyusho.doshisha.ac.jp/",,2011/10/1 0:00:00,2015/10/7 0:00:00
"JP-1004336","同志社大学神学部･神学研究科事務室研究室","DOSHISHADAIGAKUSHINGAKUBUSHINGAKUKENKYUKAJIMUSHITSUKENKYUSHITSU","ドウシシャダイガクシンガクブシンガクケンキュウカジムシツケンキュウシツ","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3332","","http://theo.doshisha.ac.jp/equipment/guidelines.html",,2011/10/1 0:00:00,2015/10/7 0:00:00
"JP-1004337","同志社大学法学部･法学研究科図書室","DOSHISHADAIGAKUHOGAKUBUHOGAKUKENKYUKATOSHOSHITSU","ドウシシャダイガクホウガクブホウガクケンキュウカトショシツ","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3533","075-251-3060","http://law.doshisha.ac.jp/research/facility/koenkan/intro1.html",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004338","同志社大学経済学部研究室図書室","Library of Faculty of Economics, Doshisha University","ドウシシャダイガクケイザイガクブケンキュウシツトショシツ","602-8580","京都府","京都市","上京区今出川通烏丸東入","075-251-3534","075-251-3136","http://www.econ.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004339","同志社大学文学部･文学研究科研究室","DOSHISHADAIGAKUBUNGAKUBUBUNGAKUKENKYUKAKENKYUSHITSU","ドウシシャダイガクブンガクブブンガクケンキュウカケンキュウシツ","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3371","","http://letters.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004340","同志社大学社会学部･社会学研究科研究室","DOSHISHADAIGAKUSHAKAIGAKUBUSHAKAIGAKUKENKYUKAKENKYUSHITSU","ドウシシャダイガクシャカイガクブシャカイガクケンキュウカケンキュウシツ","602-0047","京都府","京都市上京区","新町通今出川上ル近衛殿表町159-1","075-251-3441","075-251-3066","http://ss.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004341","同志社大学言語文化教育研究センター","Doshisha University Institute for Language and Culture","ドウシシャダイガクゲンゴブンカキョウイクケンキュウセンター","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-7070","0774-65-7069","",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004342","同志社大学理工学研究所文献室","Science and Engineering Research Institute Library, Doshisha University","ドウシシャダイガクリコウガクケンキュウジョブンケンシツ","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-6220","0774-65-6804","http://library.doshisha.ac.jp/guide/library/liblist.html",,2011/10/1 0:00:00,2017/2/28 0:00:00
"JP-1004343","同志社大学大学院共同図書室","DOSHISHADAIGAKUDAIGAKUINKYODOTOSHOSHITSU","ドウシシャダイガクダイガクインキョウドウトショシツ","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3820","","http://law.doshisha.ac.jp/research/facility/hakuenkan/intro3.html",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004344","同志社大学商学部･商学研究科研究室","DOSHISHADAIGAKUSHOGAKUBUSHOGAKUKENKYUKAKENKYUSHITSU","ドウシシャダイガクショウガクブショウガクケンキュウカケンキュウシツ","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3665","075-251-3061","http://com.doshisha.ac.jp/index.html",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004345","同志社大学理工学部文献室","DOSHISHADAIGAKURIKOGAKUBUBUNKENSHITSU","ドウシシャダイガクリコウガクブブンケンシツ","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-6211","0774-65-6801","http://library.doshisha.ac.jp/guide/library/liblist.html",,2011/10/1 0:00:00,2017/2/28 0:00:00
"JP-1004346","同志社大学図書館(ラーネッド記念図書館)","Doshisha University Library","ドウシシャダイガクトショカンラーネッドキネントショカン","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-7240","0774-65-7249","http://library.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004347","同志社大学キリスト教文化センター","Doshisha University Center for Christian Culture","ドウシシャダイガクキリストキョウブンカセンター","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3320","075-251-3085","http://www.christian-center.jp/",,2011/10/1 0:00:00,2014/2/12 0:00:00
"JP-1004348","同志社大学大学院総合政策科学研究科","Doshisha University Graduate School of Policy and Management","ドウシシャダイガクダイガクインソウゴウセイサクカガクケンキュウカ","602-0898","京都府","京都市上京区","烏丸通上立売上る相国寺門前町647-20","075-251-3860","075-251-3094","http://sosei.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004349","同志社大学同志社社史資料センター","Doshisha University Doshisha Archives Center","ドウシシャダイガクドウシシャシャシシリョウセンター","602-8580","京都府","京都市上京区","今出川通烏丸東入ル","075-251-3042","075-251-3055","http://archives.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004350","同志社大学歴史資料館","Doshisha University Historical Museum","ドウシシャダイガクレキシシリョウカン","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-7255","0774-65-7257","http://hmuseum.doshisha.ac.jp/",,2011/10/1 0:00:00,2012/4/4 0:00:00
"JP-1004351","同志社大学政策学部","Doshisha University Faculty of Policy Studies","ドウシシャダイガクセイサクガクブ","602-0047","京都府","京都市上京区新町通今出川上ル","","075-251-3173","","http://policy.doshisha.ac.jp/",,2011/10/1 0:00:00,2015/10/13 0:00:00
"JP-1004352","同志社大学司法研究科","Doshisha Law School","ドウシシャダイガクシホウケンキュウカ","602-0023","京都府","京都市上京区","烏丸通上立売下ル御所八幡町103","075-251-3518","","http://law-school.doshisha.ac.jp/index.html",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004353","同志社大学大学院ビジネス研究科","Doshisha University Graduate School of Business","ドウシシャダイガクダイガクインビジネスケンキュウカ","602-8580","京都府","京都市上京区","今出川通烏丸東入","075-251-4600","","http://bs.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004354","同志社大学 文化情報学部・文化情報学研究科","Faculty of Culture and Information Science, Graduate School of Culture and Information Science, Doshisha University","ドウシシャダイガク ブンカジョウホウガクブ・ケンキュウカキュウカ","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-7610","","http://www.cis.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004355","同志社大学生命医科学部･生命医科学研究科","DOSHISHADAIGAKUSEIMEIIKAGAKUBU･SEIMEIIKAGAKUKENKYUKA","ドウシシャダイガクセイメイイカガクブ･セイメイイカガクケンキュウカ","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-6020","","http://biomedical.doshisha.ac.jp",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004356","同志社大学スポーツ健康科学部･スポーツ健康科学研究科","DOSHISHADAIGAKUSUPOTSUKENKOKAGAKUBU･SUPOTSUKENKOKAGAKUKENKYUKA","ドウシシャダイガクスポーツケンコウカガクブ･スポーツケンコウカガクケンキュウカ","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-6030","","http://sports.doshisha.ac.jp/",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004357","同志社大学心理学部･心理学研究科","DOSHISHADAIGAKUSHINRIGAKUBU･SHINRIGAKUKENKYUKA","ドウシシャダイガクシンリガクブ･シンリガクケンキュウカ","610-0394","京都府","京田辺市","多々羅都谷1-3","0774-65-8220","","http://psych.doshisha.ac.jp",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004358","同志社女子大学図書･情報センター(今出川)","Doshisha Women's College of Liberal Arts","ドウシシャジョシダイガクトショジョウホウセンタイマデガワ","602-0893","京都府","京都市上京区","今出川通寺町西入ル","075-251-4145","075-251-4275","http://www.dwc.doshisha.ac.jp/library/",,2011/10/1 0:00:00,2012/4/2 0:00:00
"JP-1004359","同志社女子大学京田辺図書館","Kyotanabe Library, Doshisha Women's College of Liberal Arts","ドウシシャジョシダイガクキョウタナベトショカン","610-0395","京都府","京田辺市","興戸","0774-65-8481","0774-65-8445","http://www.dwc.doshisha.ac.jp/library/",,2011/10/1 0:00:00,2012/4/19 0:00:00
"JP-1004360","京都ノートルダム女子大学図書館情報センター図書館","Kyoto Notre Dame University Library","キョウトノートルダムジョシダイガクトショカンジョウホウセンタートショカン","606-0847","京都府","京都市左京区","下鴨南野々神町1","075-706-3751","075-706-3752","http://www.notredame.ac.jp/lib/",,2011/10/1 0:00:00,2015/10/15 0:00:00
"JP-1004361","花園大学情報センター(図書館)","HANAZONODAIGAKUJOHOSENTA Library","ハナゾノダイガクジョウホウセンタートショカン","604-8456","京都府","京都市中京区","西ノ京壷ノ内町8-1","075-823-0592","075-823-0598","http://www.hanazono.ac.jp/humic",,2011/10/1 0:00:00,2014/2/13 0:00:00
"JP-1004362","佛教大学附属図書館","Bukkyo University Library","ブッキョウダイガクフゾクトショカン","603-8301","京都府","京都市北区","紫野北花ノ坊町96","075-491-2141","075-493-9042","http://www.bukkyo-u.ac.jp/facilities/library/",,2011/10/1 0:00:00,2014/2/13 0:00:00
